brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes,removal_reason
TapeTech,450009F,450009F,"3"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14; 15,22; 23,450009F,"502F3 - 3” Corner Finisher Blade Change Kit (45TT) 450009F - 3"" Carbide Blade; 502F4X - 3½” EZ Roll Corner Finisher Blade Change Kit 450009F - 3” Carbide Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,501F25A,501F25A,"2"" and 2.5"" Corner Finisher Maintenance Kit (40XTT and 42TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F25A,"501F25A - 2” & 2.5” Corner Finisher Maintenance Kit (40XTT & 42TT) 420009 - 2½"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501F2A,501F2A,"2"" Corner Finisher Maintenance Kit (40TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F2A,"501F2A - 2"" Corner Finisher Maintenance Kit (40TT)",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501F3A,501F3A,"3"" Corner Finisher Maintenance Kit (45TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F3A,501F3A - 3” Corner Finisher Maintenance Kit (45TT),pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F2,502F2,"2"" Corner Finisher Blade Change Kit (40TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F2,"502F2 - 2"" Corner Finisher Blade Change Kit (40TT) FHTT, XHTT, FHTT-CC with CFA-TT (see page 36)",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F25,502F25,"2.5"" Corner Finisher Blade Change Kit (42TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F25,"502F25 - 2.5"" Corner Finisher Blade Change Kit (42TT) 400009F - 2"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F2X,502F2X,"2"" Corner Finisher Blade Change Kit (40XTT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F2X,"502F2X - 2"" Corner Finisher Blade Change Kit (40XTT) COMMON WEAR PARTS",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F3,502F3,"3"" Corner Finisher Blade Change Kit (45TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F3,"502F3 - 3” Corner Finisher Blade Change Kit (45TT) 450009F - 3"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,480209,480209,"3.5"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,480209,480209 - 3½” Carbide Blade,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,501F4A,501F4A,"3"" EZ Roll Corner Finisher Maintenance Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,501F4A,"501F4A - 3” EZ Roll Corner Finisher Maintenance Kit FHTT, XHTT, FHTT-CC with CFA-TT (see page 36)",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501F4AX,501F4AX,"3.5"" EZ Roll Corner Finisher Maintenance Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,501F4AX,501F4AX - 3½” EZ Roll Corner Finisher Maintenance Kit COMMON WEAR PARTS,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F4,502F4,"3"" EZ Roll Corner Finisher Blade Change Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,502F4,502F4 - 3” EZ Roll Corner Finisher Blade Change Kit,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,502F4X,502F4X,"3.5"" EZ Roll Corner Finisher Blade Change Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,502F4X,502F4X - 3½” EZ Roll Corner Finisher Blade Change Kit 450009F - 3” Carbide Blade,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,200001,200001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,200001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,200026F,200026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,200026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,209006,209006,Skid Cover (right side),,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,209006,209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side); 209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side),pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,209039,209039,Skid Cover (left side),,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,209039,209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Box Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side),pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,250001,250001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,250001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,250026F,250026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,250026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,300001,300001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,300001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,300026F,300026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,300026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,340001,340001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,340001,200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,340026,340026,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,340026,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,501C10,501C10,"10"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C10,"501C10 - 10"" Wear Parts Kit 501C15 - 15"" Wear Parts Kit; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501C12,501C12,"12"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C12,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); 501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501C15,501C15,"15"" Wear Parts Kit",,EasyClean Boxes / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,501C15,"501C10 - 10"" Wear Parts Kit 501C15 - 15"" Wear Parts Kit",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,501C7,501C7,"7"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C7,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); 501C7 - 7"" Wear Parts Kit EHC07: EHC10: EHC12:; 501C7 - 7"" Wear Parts Kit PAHC07: PAHC10: PAHC12:",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,EZROLL-KIT,EZROLL-KIT,Finishing Box Wheel Replacement Kit,Finishing Wheel Replacement Kit,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,EZROLL-KIT,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); EZROLL-KIT - Finishing Box Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side)",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part,catalog_item_type=maintenance_kit; parts/maintenance kit match
TapeTech,210024F,210024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,210024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,260024F,260024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,260024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,310024F,310024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,310024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB6003-5,QB6003-5,Flat Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6003-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB6023-5,QB6023-5,.045 Crowned Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6023-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB6033-5,QB6033-5,Crowned Blade Profile for exterior seaming applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6033-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB6043-5,QB6043-5,Notched Blade Profile for adhesive applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6043-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB8003-5,QB8003-5,Flat Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8003-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB8023-5,QB8023-5,.045 Crowned Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8023-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,QB8043-5,QB8043-5,Notched Blade Profile for adhesive applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8043-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=common_wear_part; parts/maintenance kit match
TapeTech,CK06CSTT,CK06CSTT,"6"" Carbon Steel Clipped Joint Knife",,Premium Taping Knives / Specialty Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,CK06CSTT,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,CTADJUST-IN,CTADJUST-IN,"3 3/4"" Adjustable Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,CTADJUST-IN,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,JK01SSTT,JK01SSTT,"1"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK01SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK02SSTT,JK02SSTT,"2"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK02SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK03SSTT,JK03SSTT,"3"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK03SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK04CSTT,JK04CSTT,"4"" Carbon Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK04CSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 37 displays JK06CSTT under both 6 inch and 5 inch carbon steel jointing knife positions.,catalog_item_type=knife; knife/knives match
TapeTech,JK04SSTT,JK04SSTT,"4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK04SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK05SSTT,JK05SSTT,"5"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK05SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK06CSTT,JK06CSTT,"6"" Carbon Steel Jointing Knife","5"" Carbon Steel Jointing Knife",Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK06CSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 37 displays JK06CSTT under both 6 inch and 5 inch carbon steel jointing knife positions.,catalog_item_type=knife; knife/knives match
TapeTech,JK06SSTT,JK06SSTT,"6"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK06SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK125SSTT,JK125SSTT,"1 1/4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK125SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,JK34SSTT,JK34SSTT,"3/4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK34SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PK35CSTT,PK35CSTT,"3 1/2"" Carbon Steel Pointed Knife",,Premium Taping Knives / Specialty Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,PK35CSTT,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK08BSTT,TK08BSTT,"8"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK08BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK08SSTT,TK08SSTT,"8"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK08SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK10BSTT,TK10BSTT,"10"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK10BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
