"schematic_id","part_id","part_name","qty","source_sku"
"columbia-nail-spotter-sch","FA241","6-32 x 3/8"" Binder Slot (FA241)","","FA241"
"columbia-nail-spotter-sch","FA241","6-32 x 3/8"" Binder Slot (FA241)","","FA241"
"columbia-nail-spotter-sch","FFB32A","Flat Box Thumb Release Clip Screw (FFB32A)","","FFB32A"
"columbia-nail-spotter-sch","HNS20","Nail Spotter Wedge for Skid Nail Spotter (HNS20)","","HNS20"
"columbia-nail-spotter-sch","FA231","#6 X 3/8"" Hex Bolt (FA231)","","FA231"
"columbia-nail-spotter-sch","FFB16","Door Spring Nut (FFB16)","","FFB16"
"columbia-nail-spotter-sch","FA218","4-40 x 3/8"" Flat Slot (FA218)","","FA218"
"columbia-nail-spotter-sch","FA214","4/40 x ¼"" Flat Slot (FA214)","","FA214"
"columbia-nail-spotter-sch","HNS15-3'","Door Gasket 3 in (HNS15-3”)","","HNS153"
"columbia-nail-spotter-sch","FA280","#10 Belleville Washer (FA280)","","FA280"
"columbia-nail-spotter-sch","FFB32","Thumb Release Clip (FFB32)","","FFB32"
"columbia-nail-spotter-sch","FA228","#6 Flat Washer (FA228)","","FA228"
"columbia-nail-spotter-sch","FA234","6-32 Nyloc Jam Nut (FA234)","","FA234"
"columbia-nail-spotter-sch","HNS7-3'","Nail Spotter Blade 3 in (HNS7-3)","","HNS73"
"columbia-nail-spotter-sch","HNS8-3'","Blade Holder 3 in (HNS8-3”)","","HNS83"
"columbia-nail-spotter-sch","FA254","8-32 Nyloc Nut (FA254)","","FA254"
"columbia-nail-spotter-sch","FA252","#8 Star Washer (FA252)","","FA252"
"columbia-nail-spotter-sch","FA260","8-32 x 3/4 Socket Head Screw (FA260)","","FA260"
"columbia-nail-spotter-sch","HNS1-3'","Nail Spotter Roll Pin Bushing #12535 (HNS13)","","HNS13"
"columbia-nail-spotter-sch","FFB1A","Nail Spotter Flat Plate 1A (FFB1A)","","FFB1A"
"columbia-nail-spotter-sch","FA247","6-32 X 5/8in Hex Bolt (FA247)","","FA247"
"columbia-nail-spotter-sch","HNS 3","Nail Spotter Front Plate (HNS3)","","HNS3"
"columbia-nail-spotter-sch","HNS2-3'","Nail Spotter Front Plate (HNS3)","","HNS23"
"columbia-nail-spotter-sch","HNS9-3'","Face Plate 3 in (HNS9-3”)","","HNS93"
"columbia-nail-spotter-sch","FA214","4/40 x ¼"" Flat Slot (FA214)","","FA214"
"columbia-nail-spotter-sch","HNS2A","Rollface Post (HNS2A)","","HNS2A"
"columbia-outside-corner-roller-sch","FA 290","1/4-20 Nyloc Nut (FA290)","","FA290"
"columbia-outside-corner-roller-sch","OCR 2B","Roller Wheel CR2 (CR2)","","OCR2B"
"columbia-outside-corner-roller-sch","OCR 3","Corner Roller Bearing Sleeve CR3 (CR3)","","OCR3"
"columbia-outside-corner-roller-sch","OCR 6","Corner Roller Handle Mounting Swivel CR6 (CR6)","","OCR6"
"columbia-outside-corner-roller-sch","OCR 1","Corner Roller Head Casting CR1 (CR1)","","OCR1"
"columbia-outside-corner-roller-sch","OCR 2A","Roller Wheel CR2 (CR2)","","OCR2A"
"columbia-outside-corner-roller-sch","OCR 2C","Roller Wheel CR2 (CR2)","","OCR2C"
"columbia-outside-corner-roller-sch","OCR 3A","Corner Roller Bearing Sleeve CR3 (CR3)","","OCR3A"
"columbia-outside-corner-roller-sch","FA 299","1/4-20 x 1-1/2 Hex Bolt (FA299)","","FA299"
"columbia-outside-corner-roller-sch","OCR 2D","Roller Wheel CR2 (CR2)","","OCR2D"
"columbia-outside-corner-roller-sch","OCR 5","Corner Roller Wheel CR5 (CR5)","","OCR5"
"columbia-outside-corner-roller-sch","FA 312","10-24 X 1/4"" Set Screw (FA312)","","FA312"
"columbia-outside-corner-roller-sch","FA 274","10-24 X 3/8"" Socket Hd Screw (FA274)","","FA274"
"columbia-outside-corner-roller-sch","CR 6","Corner Roller Handle Mounting Swivel (CR6)","","CR6"
"columbia-outside-corner-roller-sch","CR 11","Corner Roller Handle Connecting Link - CR11 (CR-11)","","CR11"
"columbia-outside-corner-roller-sch","FA 288","1/4in X 1/2in Split Pin - FA288 (FA-288)","","FA288"
"columbia-outside-corner-roller-sch","FA 301","1/4-20 x 2-1/2 Hex Bolt (FA301)","","FA301"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT119","Spool Retaining Spring (CT-119)","","CT119"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT119A","Spool Retaining Spring (CT-119)","","CT119A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT121B","Tape Spool Shaft (Quick Release)","","CT121B"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA362","10-24 x 3/4 Flat Head Screw (FA362)","","FA362"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT120","Taper Tape Spool (CT-120)","","CT120"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT118A","Retaining Spring Clip(Quick Realease)","","CT118A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA292","1/4-20 Nyloc Jam Nut (FA292)","","FA292"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT106A","Taper Bearing Shaft - CT106 (CT-106A)","","CT106A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA298","1/4-20 X 7/8in Flat Socket (FA-298)","","FA298"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT115","Guard Ring (CT115)","","CT115"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT123A","Taper Retaining Spring Shaft (CT-123)","","CT123A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","MP23A","Mud Pump Mud Pump Seal (MP-23)","","MP23A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT117A","Base-New (CT117A)","","CT117A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT122A","Taper Strap - CT122 (CT-122A)","","CT122A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT116A","Taper Strap (CT-116A)","","CT116A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT116A","Taper Strap (CT-116A)","","CT116A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT116A","Taper Strap (CT-116A)","","CT116A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT115A","Taper Gasket New Style End Ring (CT115A)","","CT115A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA237","6-32 x 3/16 Binder Slot Screw (FA237)","","FA237"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","MP9C","Connecting Link (MP9C)","","MP9C"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT104","Taper Connection Strap (CT-104)","","CT104"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT105","Taper Crimper Lever (CT-105)","","CT105"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT130","Taper Extension Shaft (CT-130)","","CT130"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA249","8-32 x 3/16"" Socket Head Set Screw (FA249)","","FA249"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT127","Taper Extension Shaft Bracket (CT127)","","CT127"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA207","4-40 Nyloc Nut (FA207)","","FA207"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA218","4-40 x 3/8"" Flat Slot (FA218)","","FA218"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CTA128","Predator Taper Shaft Guide Roller Bushing Assembly (CTA128)","","CTA128"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA234","6-32 Nyloc Jam Nut (FA234)","","FA234"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT103","Taper Barrel Main Body (CT-103)","","CT103"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA295","1/4-20 X 1/2"" Flat Socket (FA295)","","FA295"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA342","1/4-20 x 3/4 Hex Bolt (FA342)","","FA342"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT128A","Taper Shaft Guide Roller Bushing (CT128A)","","CT128A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA291","¼ - 20 Hex Nut (FA291)","","FA291"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA286","¼"" x ½"" Flat Washer (FA286)","","FA286"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA286","¼"" x ½"" Flat Washer (FA286)","","FA286"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT107","Piston Body (CT107)","","CT107"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT112","Slotted Bolt (CT112)","","CT112"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT110","Piston Cup Relief Washer (CT110)","","CT110"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT111","Taper Piston Cup (CT-111)","","CT111"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT109","¼ -20 Hex Nut (Castle Nut) (CT109)","","CT109"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT72","Cable (CT72)","","CT72"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT126PA","Hand Grip Body Pump Action (CT126PA)","","CT126PA"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CPT125B","Teflon Threaded Insert (CPT125B)","","CPT125B"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT124B","Grip Guard Ring Bottom (CT124B)","","CT124B"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","CT124A","Grip Guard Ring Top (CT124A)","","CT124A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA374","10-32 x 1/4 Flat Head Screw (FA374)","","FA374"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch","FA207","4-40 Nyloc Nut (FA207)","","FA207"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAJ144","Predator Joint Fastener 14-4 (FAJ144)","","FAJ144"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT83","Clutch Dog (CT83)","","CT83"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT94","Mud Shut-Off Upper Plate (CT94)","","CT94"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PA266","Predator Taper Head Sub Assembly (PA266)","","PA266"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT794","Predator Taper Mud Shut Off Upper Plate (CT794)","","CT794"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT624","Predator Taper Needle Shaft Assembly (CT624)","","CT624"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT87-CL","Cam Lock Taper Cap (CT87-CL)","","CT87CL"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA244","6-32 x ½"" Pan Slot (FA244)","","FA244"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ1S","Predator Taper 4-40 x 1/8 Set Screw (FAZ1S)","","FAZ1S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ21S","Predator Taper 6-32 x 1/8 Set Screw (FAZ21S)","","FAZ21S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT1R","Head (No Holes for Cap) (CT1R)","","CT1R"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT054","Predator Taper Toe Kicker Rail (CT054)","","CT054"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT6R","Taper Side Plate Right - CT6 (CT-6)","","CT6R"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT34CL","Cam Lock Cap Side Block (CT34-CL)","","CT34CL"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA238","6-32 x 3/16"" Fillister Slot (FA238)","","FA238"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PA2LS","Predator Taper Left Side Assembly (PA2LS)","","PA2LS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT87-CS","Cover Plate Cork Seal (CT-87CS)","","CT87CS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT240-DL","Predator Taper Deep Lever Assembly (CT240-DL)","","CT240DL"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ20","Predator Taper 6-32 x 3/4 Hex Bolt (FAZ20)","","FAZ20"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ07","Predator Taper 4-40 x 3/16 Binder Slot (FAZ07)","","FAZ07"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT98","Taper Mud Supply Seal Plate (CT-98)","","CT98"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT10I","Taper Crimping Arm Bushing Right (CT10)","","CT10I"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ2R","Predator Taper 6-32 Nyloc Nut (FAZ2R)","","FAZ2R"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT17","Separation Plate (CT17)","","CT17"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT20","Taper Hinge Block (CT20)","","CT20"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA243","6-32 x 3/8"" Flat Slot (FA243)","","FA243"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT23","Reinforcing Rod (CT23)","","CT23"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ6S","Predator Taper 8-32 x 3/16 Set Screw (FAZ6S)","","FAZ6S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT726","Predator Taper Drive Chain Predator (CT726)","","CT726"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT00","Predator Taper Head Cover Plate (CT00)","","CT00"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","VAZ10","Predator Taper Valve Assembly Zinc (VAZ10)","","VAZ10"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ5S","Predator Taper 8-32 x 1/4 Set Screw (FAZ5S)","","FAZ5S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT25","Taper Knife Guide Square Tube (CT-25)","","CT25"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ54","Predator Taper 3/8-16 x 3/4 Socket Head (FAZ54)","","FAZ54"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PAZ49","Predator Taper Zinc Pivot Pin (PAZ49)","","PAZ49"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ0A","Predator Taper 4-40 Lock Washer (FAZ0A)","","FAZ0A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT8","Side Plate Support  Left (CT8)","","CT8"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZOR","Predator Taper 4-40 O-Ring (FAZOR)","","FAZOR"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT10A","Taper Crimping Arm Bushing Left (CT10A)","","CT10A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT364","Predator Taper Knife Guide Bracket (CT364)","","CT364"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT4","Wafer Bushing (CT4)","","CT4"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT72","Cable (CT72)","","CT72"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT77S","Taper Drive Sprocket Large (CT-77)","","CT77S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT840","Predator Taper Control Valve Body (CT840)","","CT840"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTSAA","Predator Taper Side Assembly Left (CTSAA)","","CTSAA"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTSS","Carriage Guide Rod (CT55)","","CTSS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT99","Removable Cover Plate Pin (CT-99)","","CT99"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PACTS","Predator Taper Cam Track Spring (PACTS)","","PACTS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT790","Predator Taper Rod Sleeve Housing (CT790)","","CT790"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","C78S","Predator Carbon Fiber Drive Chain Short (C78S)","","C78S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ14","Predator Taper 4-40 x 3/8 Hex Bolt (FAZ14)","","FAZ14"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT24","Predator Taper Brass Bushing (CT24)","","CT24"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT36","Return Spring Tube (CT36)","","CT36"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT6","Taper Side Plate Right (CT-6)","","CT6"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT76","Taper Nylatron Washer (CT-76)","","CT76"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT79","Taper Hollow Shaft (CT-79)","","CT79"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT78","Drive Chain (CT78)","","CT78"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT34","Cover Plate Attachment Block (CT34)","","CT34"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ10","Predator Taper 4-40 x 1/4 Fillister Slot (FAZ10)","","FAZ10"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT25","Taper Knife Guide Square Tube (CT-25)","","CT25"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT18","Predator Taper Guide Bracket (CT18)","","CT18"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA2L3","4-40 X 3/4"" Hex Bolt (FA283)","","FA2L3"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT53","Taper Toe Kicker (CT-53)","","CT53"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT15A","Old Style Ratchet Rod (CT15A)","","CT15A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PAS80","Predator Taper Pull Rod Assembly (PAS80)","","PAS80"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ1S","Predator Taper 4-40 x 1/8 Set Screw (FAZ1S)","","FAZ1S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PAS07","Predator Taper Pivot Assembly Small (PAS07)","","PAS07"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT114","Predator Taper Locking Block (CT114)","","CT114"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA228","#6 Flat Washer (FA228)","","FA228"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT71","Drive Sprocket Small (CT71)","","CT71"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT 140","Predator Taper Tape Advance Plate (CT140)","","CT140"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PA277","Predator Taper Creaser Arm Assembly (PA277)","","PA277"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT12","Tape Advance Release Bracket (CT12)","","CT12"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA239","6-32 x ¼"" Binder Slot (FA239)","","FA239"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT43","Taper Micro Chain #5618 (CT-43)","","CT43"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT741A","Predator Taper Cutter Block Clamp (CT741A)","","CT741A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT43","Taper Micro Chain #5618 (CT-43)","","CT43"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTA1A","Predator Taper Cutter Block Assembly (CTA1A)","","CTA1A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA214","4/40 x ¼"" Flat Slot (FA214)","","FA214"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA200","1/16"" x ¼"" Split Pin (FA200)","","FA200"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT47","Taper Crimping Wheel (CT47)","","CT47"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA234","6-32 Nyloc Jam Nut (FA234)","","FA234"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAS46","Predator Taper 4-40 x 5/16 Set Screw (FAS46)","","FAS46"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA202","1/16"" x 1/2"" Split Pin (FA202)","","FA202"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT45","Taper Connecting Rod (CT-45)","","CT45"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT19","Taper Paper Feed Guide (CT-19)","","CT19"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT22","Taper Brass Bracket (CT22)","","CT22"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FX242","Predator Taper Flex Connector (FX242)","","FX242"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTS6","Carriage Guide Rod Stop (CT56)","","CTS6"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTYS","Predator Taper Y-Cam Spring (CTYS)","","CTYS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA243","6-32 x 3/8"" Flat Slot (FA243)","","FA243"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT59","Magnet (CT59)","","CT59"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA2AS","1/4 in Plastic Washer (FA285)","","FA2AS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PAZ20","Predator Taper Zinc Cam Roller (PAZ20)","","PAZ20"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTS6","Carriage Guide Rod Stop (CT56)","","CTS6"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT759","Predator Taper Hollow Shaft Predator (CT759)","","CT759"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT40","Return Spring Ring (CT40)","","CT40"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","LT54","Predator Taper Titanium Pull Rod 54 (LT54)","","LT54"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT93","Taper Mud Shut Off Lever Arm (CT93)","","CT93"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA32S","1/4-20 X 1"" Hex Bolt (FA323)","","FA32S"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA290","1/4-20 Nyloc Nut (FA290)","","FA290"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CTS9","Magnet (CT59)","","CTS9"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ48","Predator Taper 5/16-18 x 3/4 Hex Bolt (FAZ48)","","FAZ48"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","EA:CLS","Predator Taper Cam Lock Sleeve (EA:CLS)","","EACLS"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","ER2LT","Predator Taper Tension Rod Left (ER2LT)","","ER2LT"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","LT06","Predator Taper Lightweight Frame Bracket (LT06)","","LT06"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA21A","4-40 X 1/2 in Fill. Head Screw (FA219)","","FA21A"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA207","4-40 Nyloc Nut (FA207)","","FA207"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","PA214","Predator Taper Head Assembly 14 in (PA214)","","PA214"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT87","Old Style Taper Cap (CT87)","","CT87"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FA228","#6 Flat Washer (FA228)","","FA228"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","CT98","Taper Mud Supply Seal Plate (CT-98)","","CT98"
"columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch","FAZ21S","Predator Taper 6-32 x 1/8 Set Screw (FAZ21S)","","FAZ21S"
