ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,5.5FFB,,"Columbia Flat Finisher Box - 5.5""",0,0,hidden,,<p>Columbia Flat Finisher Box - 5.5&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 5.5&quot;</p><p><strong>Official SKU / MPN:</strong> 5.5FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_55ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,1,Columbia Tools,Size,"5.5""",1,0,,"5.5FFB, Columbia Flat Finisher Box - 5.5"", Columbia Tools","Columbia Flat Finisher Box - 5.5""","Shop Columbia Flat Finisher Box - 5.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Flat Finisher Box - 5.5""","Columbia Tools, drywall tools, 5.5FFB",Columbia Tools,5.5FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"5.5""","5.5""",,1,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,7FFB,,"Columbia Flat Finisher Box - 7""",1,0,visible,,<p>Columbia Flat Finisher Box - 7&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 7&quot;</p><p><strong>Official SKU / MPN:</strong> 7FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,367.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_7ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,2,Columbia Tools,Size,"7""",1,0,,"7FFB, Columbia Flat Finisher Box - 7"", Columbia Tools","Columbia Flat Finisher Box - 7""","Shop Columbia Flat Finisher Box - 7"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Flat Finisher Box - 7""","Columbia Tools, drywall tools, 7FFB",Columbia Tools,7FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"7""","7""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,8FFB,,"Columbia Flat Finisher Box - 8""",1,0,visible,,<p>Columbia Flat Finisher Box - 8&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 8&quot;</p><p><strong>Official SKU / MPN:</strong> 8FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,371.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,3,Columbia Tools,Size,"8""",1,0,,"8FFB, Columbia Flat Finisher Box - 8"", Columbia Tools","Columbia Flat Finisher Box - 8""","Shop Columbia Flat Finisher Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Flat Finisher Box - 8""","Columbia Tools, drywall tools, 8FFB",Columbia Tools,8FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"8""","8""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,10FFB,,"Columbia Flat Finisher Box - 10""",1,0,visible,,<p>Columbia Flat Finisher Box - 10&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> 10FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,375.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,4,Columbia Tools,Size,"10""",1,0,,"10FFB, Columbia Flat Finisher Box - 10"", Columbia Tools","Columbia Flat Finisher Box - 10""","Shop Columbia Flat Finisher Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Flat Finisher Box - 10""","Columbia Tools, drywall tools, 10FFB",Columbia Tools,10FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"10""","10""",,4,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,12FFB,,"Columbia Flat Finisher Box - 12""",1,0,visible,,<p>Columbia Flat Finisher Box - 12&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> 12FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,380.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,5,Columbia Tools,Size,"12""",1,0,,"12FFB, Columbia Flat Finisher Box - 12"", Columbia Tools","Columbia Flat Finisher Box - 12""","Shop Columbia Flat Finisher Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Flat Finisher Box - 12""","Columbia Tools, drywall tools, 12FFB",Columbia Tools,12FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"12""","12""",,5,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,14FFB,,"Columbia Flat Finisher Box - 14""",1,0,visible,,<p>Columbia Flat Finisher Box - 14&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Flat Finisher Box</p><p><strong>Configuration:</strong> 14&quot;</p><p><strong>Official SKU / MPN:</strong> 14FFB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,384.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_14ffb_01.webp,,,COL-FLAT-FINISHER-BOX,,,,,,6,Columbia Tools,Size,"14""",1,0,,"14FFB, Columbia Flat Finisher Box - 14"", Columbia Tools","Columbia Flat Finisher Box - 14""","Shop Columbia Flat Finisher Box - 14"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Flat Finisher Box - 14""","Columbia Tools, drywall tools, 14FFB",Columbia Tools,14FFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FLAT-FINISHER-BOX,Size,"14""","14""",,6,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,5.5FBB,,"Columbia Fat Boy Flat Box - 5.5""",0,0,hidden,,<p>Columbia Fat Boy Flat Box - 5.5&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Fat Boy Flat Box</p><p><strong>Configuration:</strong> 5.5&quot;</p><p><strong>Official SKU / MPN:</strong> 5.5FBB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,COL-FAT-BOY-FLAT-BOX,,,,,,1,Columbia Tools,Size,"5.5""",1,0,,"5.5FBB, Columbia Fat Boy Flat Box - 5.5"", Columbia Tools","Columbia Fat Boy Flat Box - 5.5""","Shop Columbia Fat Boy Flat Box - 5.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Fat Boy Flat Box - 5.5""","Columbia Tools, drywall tools, 5.5FBB",Columbia Tools,5.5FBB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FAT-BOY-FLAT-BOX,Size,"5.5""","5.5""",,1,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,8FBB,,"Columbia Fat Boy Flat Box - 8""",0,0,hidden,,<p>Columbia Fat Boy Flat Box - 8&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Fat Boy Flat Box</p><p><strong>Configuration:</strong> 8&quot;</p><p><strong>Official SKU / MPN:</strong> 8FBB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbb_01.webp,,,COL-FAT-BOY-FLAT-BOX,,,,,,2,Columbia Tools,Size,"8""",1,0,,"8FBB, Columbia Fat Boy Flat Box - 8"", Columbia Tools","Columbia Fat Boy Flat Box - 8""","Shop Columbia Fat Boy Flat Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Fat Boy Flat Box - 8""","Columbia Tools, drywall tools, 8FBB",Columbia Tools,8FBB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FAT-BOY-FLAT-BOX,Size,"8""","8""",,2,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,10FBB,,"Columbia Fat Boy Flat Box - 10""",0,0,hidden,,<p>Columbia Fat Boy Flat Box - 10&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Fat Boy Flat Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> 10FBB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_10fbb_01.webp,,,COL-FAT-BOY-FLAT-BOX,,,,,,3,Columbia Tools,Size,"10""",1,0,,"10FBB, Columbia Fat Boy Flat Box - 10"", Columbia Tools","Columbia Fat Boy Flat Box - 10""","Shop Columbia Fat Boy Flat Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Fat Boy Flat Box - 10""","Columbia Tools, drywall tools, 10FBB",Columbia Tools,10FBB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FAT-BOY-FLAT-BOX,Size,"10""","10""",,3,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,12FBB,,"Columbia Fat Boy Flat Box - 12""",0,0,hidden,,<p>Columbia Fat Boy Flat Box - 12&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Fat Boy Flat Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> 12FBB</p><p><em>Source reference: 11</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_12fbb_01.webp,,,COL-FAT-BOY-FLAT-BOX,,,,,,4,Columbia Tools,Size,"12""",1,0,,"12FBB, Columbia Fat Boy Flat Box - 12"", Columbia Tools","Columbia Fat Boy Flat Box - 12""","Shop Columbia Fat Boy Flat Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Fat Boy Flat Box - 12""","Columbia Tools, drywall tools, 12FBB",Columbia Tools,12FBB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-FAT-BOY-FLAT-BOX,Size,"12""","12""",,4,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,8FFBA,,"Columbia Automatic Flat Box - 8""",1,0,visible,,<p>Columbia Automatic Flat Box - 8&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Flat Box</p><p><strong>Configuration:</strong> 8&quot;</p><p><strong>Official SKU / MPN:</strong> 8FFBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,397.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,1,Columbia Tools,Size,"8""",1,0,,"8FFBA, Columbia Automatic Flat Box - 8"", Columbia Tools","Columbia Automatic Flat Box - 8""","Shop Columbia Automatic Flat Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 8""","Columbia Tools, drywall tools, 8FFBA",Columbia Tools,8FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"8""","8""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,10FFBA,,"Columbia Automatic Flat Box - 10""",1,0,visible,,<p>Columbia Automatic Flat Box - 10&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Flat Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> 10FFBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,401.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,2,Columbia Tools,Size,"10""",1,0,,"10FFBA, Columbia Automatic Flat Box - 10"", Columbia Tools","Columbia Automatic Flat Box - 10""","Shop Columbia Automatic Flat Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 10""","Columbia Tools, drywall tools, 10FFBA",Columbia Tools,10FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,12FFBA,,"Columbia Automatic Flat Box - 12""",1,0,visible,,<p>Columbia Automatic Flat Box - 12&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Flat Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> 12FFBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,405.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,3,Columbia Tools,Size,"12""",1,0,,"12FFBA, Columbia Automatic Flat Box - 12"", Columbia Tools","Columbia Automatic Flat Box - 12""","Shop Columbia Automatic Flat Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 12""","Columbia Tools, drywall tools, 12FFBA",Columbia Tools,12FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,14FFBA,,"Columbia Automatic Flat Box - 14""",1,0,visible,,<p>Columbia Automatic Flat Box - 14&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Flat Box</p><p><strong>Configuration:</strong> 14&quot;</p><p><strong>Official SKU / MPN:</strong> 14FFBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,409.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,4,Columbia Tools,Size,"14""",1,0,,"14FFBA, Columbia Automatic Flat Box - 14"", Columbia Tools","Columbia Automatic Flat Box - 14""","Shop Columbia Automatic Flat Box - 14"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 14""","Columbia Tools, drywall tools, 14FFBA",Columbia Tools,14FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"14""","14""",,4,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,8FBBA,,"Columbia Automatic Fat Boy Box - 8""",1,0,visible,,<p>Columbia Automatic Fat Boy Box - 8&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Fat Boy Box</p><p><strong>Configuration:</strong> 8&quot;</p><p><strong>Official SKU / MPN:</strong> 8FBBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,431.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbb_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,1,Columbia Tools,Size,"8""",1,0,,"8FBBA, Columbia Automatic Fat Boy Box - 8"", Columbia Tools","Columbia Automatic Fat Boy Box - 8""","Shop Columbia Automatic Fat Boy Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 8""","Columbia Tools, drywall tools, 8FBBA",Columbia Tools,8FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"8""","8""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,10FBBA,,"Columbia Automatic Fat Boy Box - 10""",1,0,visible,,<p>Columbia Automatic Fat Boy Box - 10&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Fat Boy Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> 10FBBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,435.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,2,Columbia Tools,Size,"10""",1,0,,"10FBBA, Columbia Automatic Fat Boy Box - 10"", Columbia Tools","Columbia Automatic Fat Boy Box - 10""","Shop Columbia Automatic Fat Boy Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 10""","Columbia Tools, drywall tools, 10FBBA",Columbia Tools,10FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,12FBBA,,"Columbia Automatic Fat Boy Box - 12""",1,0,visible,,<p>Columbia Automatic Fat Boy Box - 12&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Automatic Fat Boy Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> 12FBBA</p><p><em>Source reference: 12</em></p>,,,taxable,,1,,,0,0,,,,,0,,,443.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,3,Columbia Tools,Size,"12""",1,0,,"12FBBA, Columbia Automatic Fat Boy Box - 12"", Columbia Tools","Columbia Automatic Fat Boy Box - 12""","Shop Columbia Automatic Fat Boy Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 12""","Columbia Tools, drywall tools, 12FBBA",Columbia Tools,12FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,2AH,,"Columbia Angle Head - 2""",1,0,visible,,<p>Columbia Angle Head - 2&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Angle Head</p><p><strong>Configuration:</strong> 2&quot;</p><p><strong>Official SKU / MPN:</strong> 2AH</p><p><em>Source reference: 9</em></p>,,,taxable,,1,,,0,0,,,,,0,,,358.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_2ah_01.webp,,,COL-ANGLE-HEAD,,,,,,1,Columbia Tools,Size,"2""",1,0,,"2AH, Columbia Angle Head - 2"", Columbia Tools","Columbia Angle Head - 2""","Shop Columbia Angle Head - 2"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Angle Head - 2""","Columbia Tools, drywall tools, 2AH",Columbia Tools,2AH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ANGLE-HEAD,Size,"2""","2""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,2.5AH,,"Columbia Angle Head - 2.5""",0,0,hidden,,<p>Columbia Angle Head - 2.5&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Angle Head</p><p><strong>Configuration:</strong> 2.5&quot;</p><p><strong>Official SKU / MPN:</strong> 2.5AH</p><p><em>Source reference: 9</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_25ah_01.webp,,,COL-ANGLE-HEAD,,,,,,2,Columbia Tools,Size,"2.5""",1,0,,"2.5AH, Columbia Angle Head - 2.5"", Columbia Tools","Columbia Angle Head - 2.5""","Shop Columbia Angle Head - 2.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Angle Head - 2.5""","Columbia Tools, drywall tools, 2.5AH",Columbia Tools,2.5AH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ANGLE-HEAD,Size,"2.5""","2.5""",,2,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,3AH,,"Columbia Angle Head - 3""",1,0,visible,,<p>Columbia Angle Head - 3&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Angle Head</p><p><strong>Configuration:</strong> 3&quot;</p><p><strong>Official SKU / MPN:</strong> 3AH</p><p><em>Source reference: 9</em></p>,,,taxable,,1,,,0,0,,,,,0,,,367.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_3ah_01.webp,,,COL-ANGLE-HEAD,,,,,,3,Columbia Tools,Size,"3""",1,0,,"3AH, Columbia Angle Head - 3"", Columbia Tools","Columbia Angle Head - 3""","Shop Columbia Angle Head - 3"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Angle Head - 3""","Columbia Tools, drywall tools, 3AH",Columbia Tools,3AH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ANGLE-HEAD,Size,"3""","3""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,3.5AH,,"Columbia Angle Head - 3.5""",0,0,hidden,,<p>Columbia Angle Head - 3.5&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Angle Head</p><p><strong>Configuration:</strong> 3.5&quot;</p><p><strong>Official SKU / MPN:</strong> 3.5AH</p><p><em>Source reference: 9</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_35ah_01.webp,,,COL-ANGLE-HEAD,,,,,,4,Columbia Tools,Size,"3.5""",1,0,,"3.5AH, Columbia Angle Head - 3.5"", Columbia Tools","Columbia Angle Head - 3.5""","Shop Columbia Angle Head - 3.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Angle Head - 3.5""","Columbia Tools, drywall tools, 3.5AH",Columbia Tools,3.5AH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ANGLE-HEAD,Size,"3.5""","3.5""",,4,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,2.5SF,,"Columbia Standard Flusher - 2.5""",0,0,hidden,,<p>Columbia Standard Flusher - 2.5&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Standard Flusher</p><p><strong>Configuration:</strong> 2.5&quot;</p><p><strong>Official SKU / MPN:</strong> 2.5SF</p><p><em>Source reference: 20</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_02.webp",,,COL-STANDARD-FLUSHER,,,,,,1,Columbia Tools,Size,"2.5""",1,0,,"2.5SF, Columbia Standard Flusher - 2.5"", Columbia Tools","Columbia Standard Flusher - 2.5""","Shop Columbia Standard Flusher - 2.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Standard Flusher - 2.5""","Columbia Tools, drywall tools, 2.5SF",Columbia Tools,2.5SF,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-STANDARD-FLUSHER,Size,"2.5""","2.5""",,1,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
