brand,product_name,part_number,url,image_url,short_description,category,specifications
Columbia Tools,Columbia Sander Head,CTTCS,https://www.tswfast.com/product/CTTCS-columbia-pole-sanderhead?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCS_M.jpg,,,"{""PART"": ""CTTCS"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia Sander Head incorporates all of the industry’s preferred functionalities in the first fully machined billet aluminum body. Utilizing our No Flip technology, our Sander Head flows smoothly on the wall. We have chosen to use the standard paint handle thread to give users many handle options. The handle will fit any paint handle fixed or extendable. Features: Guaranteed No Flip Technology Industry preferred design Works with paint handle thread Billet machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 4' Extendable One Handle,CTTC1H,https://www.tswfast.com/product/CTTC1H-columbia-4-onehandle?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTC1HEXT_M.jpg,,,"{""PART"": ""CTTC1H"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the Corner Boxes, the One system allows you to lighten your load and still utilize all the finishing tools you love. Add a Tomalock adaptor and you can even use this handle with Flat Boxes if necessary.  This One handle is all you’ll need. Features: Comes in two fixed lengths (4′ and 18″) and a 3 – 5′ extendible version AHA Adaptor needed to use with Angleheads Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Hard anodized tube Comfort grips Thickest, strongest and lightest handle on the market"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 3'-5' Extendable One Handle,CTTC1HEXT,https://www.tswfast.com/product/CTTC1HEXT-columbia-one-entendable3--5-handle?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTC1HEXT_M.jpg,,,"{""PART"": ""CTTC1HEXT"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the Corner Boxes, the One system allows you to lighten your load and still utilize all the finishing tools you love. Add a Tomalock adaptor and you can even use this handle with Flat Boxes if necessary.  This One handle is all you’ll need. Features: Comes in two fixed lengths (4′ and 18″) and a 3 – 5′ extendible version AHA Adaptor needed to use with Angleheads Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Hard anodized tube Comfort grips Thickest, strongest and lightest handle on the market"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Inside Corner Roller,CTTCR,https://www.tswfast.com/product/CTTCR-columbia-inside-cornerroller?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCR_M.jpg,,,"{""PART"": ""CTTCR"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind. Features: Innovative split wheel design Cast aluminum body Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Outside Corner Roller,CTTCOBCR,https://www.tswfast.com/product/CTTCOBCR-columbia-outside-beadcorner-roller?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCOBCR_M.jpg,,,"{""PART"": ""CTTCOBCR"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. COBCR – Standard = 1.750” Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Mud Pump (Top Disconnect),CTTHMP,https://www.tswfast.com/product/CTTHMP-columbia-loading-pumptop-disconnect?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTHMP_M.jpg,,,"{""PART"": ""CTTHMP"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle, the handle acts as a lever and keeps the operator from having to reach as far as other models on the market. Features: 20 degree angled handle makes pumping easier and more comfortable Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Box Filler,CTTBF,https://www.tswfast.com/product/CTTBF-columbia-box-filler?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTBF_M.jpg,,,"{""PART"": ""CTTBF"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream. Features: Attaches to either Columbia Mud Pump to fill boxes Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Matrix Extendable Flat Box Handle,CTTMH,https://www.tswfast.com/product/CTTMH-columbia-matrix-flat-boxextendable-handle?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTMHS_M.jpg,,,"{""PART"": ""CTTMH"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life. Features: Now available in 3 sizes! Fully mechanical brake 90 degree grip allows for better control over the box First Flat Box Handle handmade solely from U.S. billet aluminum Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL) Machined in our state of the art facility in Canada Ergonomic handle grip for easy brake pressure Fits all Flat Box brands"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 10"" Flat Finishing Box",CTT10FFB,https://www.tswfast.com/product/CTT10FFB-columbia-10-finisherflat-box?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/10FFB_M.jpg,,,"{""PART"": ""CTT10FFB"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Taping Tools 10\"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 10\"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 10\"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base or finish coating tape seams. Features: Hinged pressure plate and quick release tabs for extremely easy cleanup! 10\"" Columbia Hinged Flat Box is excellent for applying base coat or finish coat on drywall flat seams. \""Commercial Grade\"" pressure plate wiper resists expansion or corrosion for easy operation and long service life. Aluminum wheels with o-ring tires are long lasting and smooth running. Compatible with all leading brands of flat box handles (except Tapeworm) Can be operated with or without pressure plate springs Smooth operation without door springs is possible due to reduced drag of Integrated Pressure Door Axle."", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 12"" Flat Finishing Box",CTT12FFB,https://www.tswfast.com/product/CTT12FFB-columbia-12-finisherflat-box?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/12FFB_M.jpg,,,"{""PART"": ""CTT12FFB"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Taping Tools 12\"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 12\"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 12\"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for finish coating tape seams. Features: Hinged pressure plate and quick release tabs for extremely easy cleanup! 12\"" Columbia Hinged Flat Box is excellent for applying finish coat on drywall flat seams. \""Commercial Grade\"" pressure plate wiper resists expansion or corrosion for easy operation and long service life. Aluminum wheels with o-ring tires are long lasting and smooth running. Compatible with all leading brands of flat box handles (except Tapeworm) Can be operated with or without pressure plate springs Smooth operation without door springs is possible due to reduced drag of Integrated Pressure Door Axle."", ""spec_source"": ""html""}"
Columbia Tools,Columbia Aluminum Coarse Thread Adapter,CTTPHA,https://www.tswfast.com/product/CTTPHA-columbia-handle-adapteraluminum-coarse?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPHA_M.jpg,,,"{""PART"": ""CTTPHA"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Aluminum Coarse Thread Adapter"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 2″ Nailspotter,CTT2NS,https://www.tswfast.com/product/CTT2NS-columbia-2-nailspotter?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/2NS_M.jpg,,,"{""PART"": ""CTT2NS"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia 2″ Nailspotter is a big improvement in screw finishing. It has the option of having wheels or the traditional skid plate. It is light weight and has an easy to adjust thumb screw for swivel tension. By far the best Nailspotter on the market. Features: Available in 2″ and 3″ sizes Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Gooseneck,CTTGN,https://www.tswfast.com/product/CTTGN-columbia-gooseneck?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTGN_M.jpg,,,"{""PART"": ""CTTGN"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled. Features: Tig welded stainless steel Rubber coated horseshoe Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 3″ Anglehead,CTT3AH,https://www.tswfast.com/product/CTT3AH-columbia-3-angle-headwith-wheels?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/3AH_M.jpg,,,"{""PART"": ""CTT3AH"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia 3″ Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint. Features: Precision set carbide blades Highly durable stainless wings Comes with wheel kit installed and Allan key for easy removal Slide lock for easy and secure attachment Four sizes available – 2″, 2.5″, 3″ and 3.5″ Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 3″ Nailspotter,CTT3NS,https://www.tswfast.com/product/CTT3NS-columbia-3-nailspotter?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/3NS_M.jpg,,,"{""PART"": ""CTT3NS"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia 3″ Nailspotter is a big improvement in screw finishing. It has the option of having wheels or the traditional skid plate. It is light weight and has an easy to adjust thumb screw for swivel tension. By far the best Nailspotter on the market. Features: Available in 2″ and 3″ sizes Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 2.5"" Standard Corner Flusher",CTT25SF,https://www.tswfast.com/product/CTT25SF-2.5-standard-flusher--wheel-kit-incld-columbia?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/3SF_M.jpg,,,"{""PART"": ""CTT25SF"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 3"" Standard Corner Flusher",CTT3SF,https://www.tswfast.com/product/CTT3SF-3-standard-flusher--wheel-kit-incld-columbia?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/3SF_M.jpg,,,"{""PART"": ""CTT3SF"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 36"" 180-Grip Flat Box Handle",CTT3BH,https://www.tswfast.com/product/CTT3BH-3-180-grip-flat-boxhandle-columbia?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/13817_MD-CTT3BH_M.jpg,,,"{""PART"": ""CTT3BH"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The New 36\"" Feather Weight 180º handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. These handles feature strong billet aluminum design with black metal anodizing, and laser engraving. Everything you want in a box handle combined with a feather weight, large diameter (1 1/4\"" diameter) tube - helps you achieve the perfect balance, and perfect finish. Features: Feather Weight - Lightest Box Handles Around Clamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Feather weight large diameter (1.25in) tube design for perfect balance and desired pressure point Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 36\"" Feather Weight 180-Grip is ideal for wall work, tight areas, butt joints, and low ceilings"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 8″ Throttle Box,CTT8CFB,https://www.tswfast.com/product/CTT8CFB-columbia-8-cornerthrottle-box?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/8CFB_M.jpg,,,"{""PART"": ""CTT8CFB"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The 8″ Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending Features: Available in 7″ and 8″ sizes New spring tension allows for 50% easier push Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Patent Pending"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 3.5″ Anglehead,CTT35AH,https://www.tswfast.com/product/CTT35AH-columbia-3-1-2-anglehead-with-wheels?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/3AH_M.jpg,,,"{""PART"": ""CTT35AH"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia 3.5″ Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint. Features: Precision set carbide blades Highly durable stainless wings Comes with wheel kit installed and Allan key for easy removal Slide lock for easy and secure attachment Four sizes available – 2″, 2.5″, 3″ and 3.5″ Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia Cover Plate Cork Seal,CTTCT87CS,https://www.tswfast.com/product/CTTCT87CS-cap-cork-sealcolumbia?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/13811_MD-CTTCT87CS.jpg,,,"{""PART"": ""CTTCT87CS"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Cover Plate Cork Seal"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 10"" Fat Boy Flat Box",CTT10FBB,https://www.tswfast.com/product/CTT10FBB-columbia-10-finisherfat-boy-flat-box?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/12FBB_M.jpg,,,"{""PART"": ""CTT10FBB"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia offers the widest range of high quality, high capacity finishing boxes in the world. From our 5.5″ Fat Boy to our 12″, they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push, and now they’re also the highest capacity on the market. We are very proud to get this feedback and will make sure that every Fat Boy box we make exceeds your expectations. Features: Available in 5.5″, 8″, 10″, 12″ sizes Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,Columbia 2.5″ Anglehead,CTT25AH,https://www.tswfast.com/product/CTT25AH-columbia-2-1-2-anglehead-with-wheels?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/2_5AH_M.jpg,,,"{""PART"": ""CTT25AH"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources The Columbia 2.5″ Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint. Features: Precision set carbide blades Highly durable stainless wings Comes with wheel kit installed and Allan key for easy removal Slide lock for easy and secure attachment Four sizes available – 2″, 2.5″, 3″ and 3.5″ Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Columbia Tools,"Columbia 42"" Compound Mud Tube",CTTCMT42,https://www.tswfast.com/product/CTTCMT42-42-compound-mud-tubecolumbia?categoryCode=brand_Columbia_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg,,,"{""PART"": ""CTTCMT42"", ""MANUFACTURER"": ""Columbia Tools"", ""full_description"": ""Product Details Resources Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada"", ""spec_source"": ""html""}"
Crescent Tools,9 3/4 in Wiss Straight Cut Compound Action Snips - Yellow,COOM3R,https://www.tswfast.com/product/COOM3R?categoryCode=brand_Crescent_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/COOM3R_M.jpg,,,"{""PART"": ""COOM3R"", ""MANUFACTURER"": ""Crescent Tools"", ""full_description"": ""Product Details Resources Wiss is a premier scissors, snips, and specialty trade tools brand from Crescent Tools, one of the largest hand tool manufacturers in the world. Wiss has been the leading brand in aviation snips for over 50 years, driven by two simple principles: performance and durability. Wiss puts those same qualities into every product in its line. So no matter what Wiss tool you use, you can count on getting exceptional performance and long life. Features Straight cut, cuts straight and slight curves Cuts low carbon cold rolled steel Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge Withstands strain of cutting heavy stock Spring-action for fast, effortless feed Non-slip, textured grips and safety latch Yellow handles for ease of identification Specifications Blade length: 1-1/2\"" Cutting capacity: 18 Gauge low carbon steel Weight: .90 lb"", ""Features"": [""Straight cut, cuts straight and slight curves"", ""Cuts low carbon cold rolled steel"", ""Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge"", ""Withstands strain of cutting heavy stock"", ""Spring-action for fast, effortless feed"", ""Non-slip, textured grips and safety latch"", ""Yellow handles for ease of identification""], ""spec_source"": ""html""}"
Crescent Tools,9 3/4 in Wiss Right Cut Compound Action Snips - Red,COOM1R,https://www.tswfast.com/product/COOM1R?categoryCode=brand_Crescent_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/COOM1R_M.jpg,,,"{""PART"": ""COOM1R"", ""MANUFACTURER"": ""Crescent Tools"", ""full_description"": ""Product Details Resources Wiss is a premier scissors, snips, and specialty trade tools brand from Crescent Tools, one of the largest hand tool manufacturers in the world. Wiss has been the leading brand in aviation snips for over 50 years, driven by two simple principles: performance and durability. Wiss puts those same qualities into every product in its line. So no matter what Wiss tool you use, you can count on getting exceptional performance and long life. Features Straight cut, cuts straight and slight curves Cuts low carbon cold rolled steel Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge Withstands strain of cutting heavy stock Spring-action for fast, effortless feed Non-slip, textured grips and safety latch Yellow handles for ease of identification Specifications Blade length: 1-1/2\"" Cutting capacity: 18 Gauge low carbon steel Weight: .90 lb"", ""Features"": [""Straight cut, cuts straight and slight curves"", ""Cuts low carbon cold rolled steel"", ""Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge"", ""Withstands strain of cutting heavy stock"", ""Spring-action for fast, effortless feed"", ""Non-slip, textured grips and safety latch"", ""Yellow handles for ease of identification""], ""spec_source"": ""html""}"
Crescent Tools,9 3/4 in Wiss Right Cut Compound Action Snips - Green,COOM2R,https://www.tswfast.com/product/COOM2R?categoryCode=brand_Crescent_Tools,https://s3.amazonaws.com/tswfastcomfiles/product/COOM2R_M.jpg,,,"{""PART"": ""COOM2R"", ""MANUFACTURER"": ""Crescent Tools"", ""full_description"": ""Product Details Resources Wiss is a premier scissors, snips, and specialty trade tools brand from Crescent Tools, one of the largest hand tool manufacturers in the world. Wiss has been the leading brand in aviation snips for over 50 years, driven by two simple principles: performance and durability. Wiss puts those same qualities into every product in its line. So no matter what Wiss tool you use, you can count on getting exceptional performance and long life. Features Right cut, cuts right from tight curves to straight Cuts low carbon cold rolled steel Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge Withstands strain of cutting heavy stock Spring-action for fast, effortless feed Non-slip, textured grips and safety latch Green handles for ease of identification Specifications Blade length: 1-3/8\"" Cutting capacity: 18 Gauge low carbon steel Weight: 0.40 lb"", ""Features"": [""Right cut, cuts right from tight curves to straight"", ""Cuts low carbon cold rolled steel"", ""Non-slip serrated jaw of tough molybdenum steel holds material firmly and uniformly spreads cutting force across blade edge"", ""Withstands strain of cutting heavy stock"", ""Spring-action for fast, effortless feed"", ""Non-slip, textured grips and safety latch"", ""Green handles for ease of identification""], ""spec_source"": ""html""}"
Crescent Tools,"Crescent 6"" Locking C-Clamp",COOC6CCV,https://www.tswfast.com/product/COOC6CCV?categoryCode=brand_Crescent_Tools,https://s3.amazonaws.com/gmscom/master/media-common/product/c6ccvmedium.jpg,,,"{""PART"": ""COOC6CCV"", ""MANUFACTURER"": ""Crescent Tools"", ""full_description"": ""Product Details Resources Features: World Famous Crescent Brand Maximum jaw opening per ASME specs Patented angled tooth pattern for better grip Nickel-plated finish resists rust and corrosion Compound action for powerful non-slip locking grip Long nose with wire cutter gets to hard-to-reach spots Versatile curved jaw also features integral wire cutter Locking \""C\"" claps are faster and easier to use than standard clamps Specifications: Jaw Capacity: 2\"" Number of Jaw Positions: Multi-Screw/Adjusted Wire Cutter: No"", ""spec_source"": ""html""}"
Lobo Tool Company,"Lobo Tools 12"" Magic Squeegee Trowel",LOBMST12,https://www.tswfast.com/product/LOBMST12-lobo-12-magic-trowel-squeegee?categoryCode=brand_Lobo_Tool_Company,https://s3.amazonaws.com/tswfastcomfiles/product/20397_MD-LOBMST12_M.jpg,,,"{""PART"": ""LOBMST12"", ""full_description"": ""Product Details Resources Discover the precision and durability of the Lobo Tools Magic Squeegee Trowel, the contractor's choice for superior skim coating and smoothing tasks. Available in three sizes (12\"", 18\"", and 22\""), this magic trowel squeegee is designed to efficiently smooth a diverse array of materials, including metallic epoxy and concrete. Its flexible blade is perfect for achieving flawless finishes on floors and walls, ensuring top-tier results with every use. The ergonomic grip and extendable handle option enhance comfort and reach, making it indispensable for professional-grade projects. Maximize your surface preparation and finishing with this versatile trowel. For skim coating, roll the compound onto the wall and use the Magic Trowel to smooth it down effortlessly, instantly rejuvenating old walls. A slight dampening of the blade yields even better results. The Magic Trowel also shines when creating knockdown textures—just a gentle touch with the trowel is all it takes to achieve the desired effect. It’s equally effective for tape joint repairs and finishing; simply apply tape, roll on the compound, and smooth it over with the Magic Blade for a seamless finish. Product Features: Available Sizes: 12\"", 18\"", 22\"" to match project requirements. Optimized for Skim Coating: Engineered for top performance in skim coating and smoothing. Multi-Material Use: Ideal for metallic epoxy, concrete, and drywall. Flexible Blade: Provides excellent control and coverage. Ergonomic Grip: Ensures comfort during extended use. Extendable Handle: Compatible with threaded handles for increased reach. Blade Protector Included: Adds durability and extends the lifespan of the trowel."", ""spec_source"": ""html""}"
Lobo Tool Company,"Lobo Tools 18"" Magic Squeegee Trowel",LOBMST18,https://www.tswfast.com/product/LOBMST18-lobo-18-magic-trowel-squeegee?categoryCode=brand_Lobo_Tool_Company,https://s3.amazonaws.com/tswfastcomfiles/product/20398_MD-LOBMST18_M.jpg,,,"{""PART"": ""LOBMST18"", ""full_description"": ""Product Details Resources Discover the precision and durability of the Lobo Tools Magic Squeegee Trowel, the contractor's choice for superior skim coating and smoothing tasks. Available in three sizes (12\"", 18\"", and 22\""), this magic trowel squeegee is designed to efficiently smooth a diverse array of materials, including metallic epoxy and concrete. Its flexible blade is perfect for achieving flawless finishes on floors and walls, ensuring top-tier results with every use. The ergonomic grip and extendable handle option enhance comfort and reach, making it indispensable for professional-grade projects. Maximize your surface preparation and finishing with this versatile trowel. For skim coating, roll the compound onto the wall and use the Magic Trowel to smooth it down effortlessly, instantly rejuvenating old walls. A slight dampening of the blade yields even better results. The Magic Trowel also shines when creating knockdown textures—just a gentle touch with the trowel is all it takes to achieve the desired effect. It’s equally effective for tape joint repairs and finishing; simply apply tape, roll on the compound, and smooth it over with the Magic Blade for a seamless finish. Product Features: Available Sizes: 12\"", 18\"", 22\"" to match project requirements. Optimized for Skim Coating: Engineered for top performance in skim coating and smoothing. Multi-Material Use: Ideal for metallic epoxy, concrete, and drywall. Flexible Blade: Provides excellent control and coverage. Ergonomic Grip: Ensures comfort during extended use. Extendable Handle: Compatible with threaded handles for increased reach. Blade Protector Included: Adds durability and extends the lifespan of the trowel."", ""spec_source"": ""html""}"
