image_path,image_name,image_stem,image_stem_core,sku,name,brand,categories,match_method,confidence
products/scraped_results/TapeTech/images/03TT_01.WEBP,03TT_01.WEBP,03TT_01,03TT,03TT,TapeTech EasyClean® Automatic Mini-Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/03TT_02.WEBP,03TT_02.WEBP,03TT_02,03TT,03TT,TapeTech EasyClean® Automatic Mini-Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_01.WEBP,07TT-C_01.WEBP,07TT-C_01,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_02.WEBP,07TT-C_02.WEBP,07TT-C_02,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_03.WEBP,07TT-C_03.WEBP,07TT-C_03,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_04.WEBP,07TT-C_04.WEBP,07TT-C_04,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_05.WEBP,07TT-C_05.WEBP,07TT-C_05,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_06.WEBP,07TT-C_06.WEBP,07TT-C_06,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_07.WEBP,07TT-C_07.WEBP,07TT-C_07,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_08.WEBP,07TT-C_08.WEBP,07TT-C_08,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_09.WEBP,07TT-C_09.WEBP,07TT-C_09,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT-C_10.WEBP,07TT-C_10.WEBP,07TT-C_10,07TT-C,07TT-C,TapeTech EasyClean® Carbon Fiber Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_01.WEBP,07TT_01.WEBP,07TT_01,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_02.WEBP,07TT_02.WEBP,07TT_02,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_03.WEBP,07TT_03.WEBP,07TT_03,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_04.WEBP,07TT_04.WEBP,07TT_04,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_05.WEBP,07TT_05.WEBP,07TT_05,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_06.WEBP,07TT_06.WEBP,07TT_06,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_08.WEBP,07TT_08.WEBP,07TT_08,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_09.WEBP,07TT_09.WEBP,07TT_09,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/07TT_10.WEBP,07TT_10.WEBP,07TT_10,07TT,07TT,TapeTech EasyClean® Automatic Taper,TapeTech,Drywall Finishing Tools > TapeTech > Taping Tools & Tapers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/15TTE_01.WEBP,15TTE_01.WEBP,15TTE_01,15TTE,15TTE,TapeTech Inside Corner Roller,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/15TTE_02.WEBP,15TTE_02.WEBP,15TTE_02,15TTE,15TTE,TapeTech Inside Corner Roller,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/15TTE_03.WEBP,15TTE_03.WEBP,15TTE_03,15TTE,15TTE,TapeTech Inside Corner Roller,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT90_02.WEBP,16TT90_02.WEBP,16TT90_02,16TT90,16TT90,TapeTech Mud Applicator Head – 90° Inside Corner,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT90_03.WEBP,16TT90_03.WEBP,16TT90_03,16TT90,16TT90,TapeTech Mud Applicator Head – 90° Inside Corner,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT90_04.WEBP,16TT90_04.WEBP,16TT90_04,16TT90,16TT90,TapeTech Mud Applicator Head – 90° Inside Corner,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT_01.WEBP,16TT_01.WEBP,16TT_01,16TT,16TT,TapeTech Outside Corner Applicator Head,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT_02.WEBP,16TT_02.WEBP,16TT_02,16TT,16TT,TapeTech Outside Corner Applicator Head,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT_03.WEBP,16TT_03.WEBP,16TT_03,16TT,16TT,TapeTech Outside Corner Applicator Head,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/16TT_04.WEBP,16TT_04.WEBP,16TT_04,16TT,16TT,TapeTech Outside Corner Applicator Head,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/17TT_01.WEBP,17TT_01.WEBP,17TT_01,17TT,17TT,TapeTech Outside Corner Roller,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
products/scraped_results/TapeTech/images/17TT_02.WEBP,17TT_02.WEBP,17TT_02,17TT,17TT,TapeTech Outside Corner Roller,TapeTech,Drywall Finishing Tools > TapeTech > Corner Finishers & Rollers,sku_exact_match_stripped_suffix,0.995
